"Time (s)","Illuminance (lx)"
1.051400009E3,8.000000000E0
1.051749992E3,1.100000000E1
1.052100006E3,5.000000000E0
1.052450019E3,0.000000000E0
1.052800000E3,0.000000000E0
1.053150014E3,2.200000000E1
1.053499995E3,1.100000000E1
1.053850009E3,5.000000000E0
1.054199992E3,1.600000000E1
1.054550003E3,3.200000000E1
1.054900017E3,1.600000000E1
1.055249998E3,1.900000000E1
1.055600012E3,1.100000000E1
1.055949995E3,2.000000000E1
1.056300008E3,1.400000000E1
1.056649991E3,1.300000000E1
1.057000003E3,1.200000000E1
1.057350017E3,1.100000000E1
1.057699998E3,9.000000000E0
1.058050011E3,9.000000000E0
1.058399994E3,3.000000000E0
1.058750006E3,2.000000000E0
1.059099989E3,0.000000000E0
1.059450002E3,4.000000000E0
1.059800016E3,0.000000000E0
1.060149997E3,6.000000000E0
1.060500011E3,8.000000000E0
1.060849992E3,6.000000000E0
1.061200006E3,8.000000000E0
1.061550019E3,1.600000000E1
1.061900000E3,5.000000000E0
1.062250014E3,1.400000000E1
1.062599995E3,8.000000000E0
1.062950009E3,9.000000000E0
1.063299992E3,1.100000000E1
1.063650003E3,8.000000000E0
1.064000017E3,5.000000000E0
1.064350000E3,8.000000000E0
1.064700014E3,8.000000000E0
1.065049995E3,7.000000000E0
1.065400008E3,1.000000000E1
1.065749991E3,7.000000000E0
1.066100003E3,6.000000000E0
1.066450017E3,1.100000000E1
1.066799998E3,4.000000000E0
1.067150012E3,1.500000000E1
1.067499994E3,0.000000000E0
1.067850006E3,2.900000000E1
1.068199989E3,0.000000000E0
1.068550002E3,1.600000000E1
1.068900016E3,5.000000000E0
1.069249997E3,0.000000000E0
1.069600011E3,0.000000000E0
1.069949992E3,0.000000000E0
1.070300006E3,1.700000000E1
1.070650019E3,7.000000000E0
1.071000000E3,8.000000000E0
1.071350014E3,3.000000000E0
1.071699995E3,1.300000000E1
1.072050009E3,0.000000000E0
1.072399992E3,0.000000000E0
1.072750005E3,0.000000000E0
1.073100019E3,3.100000000E1
1.073450000E3,3.200000000E1
1.073800012E3,2.000000000E1
1.074149995E3,3.100000000E1
1.074500008E3,8.000000000E0
1.074849991E3,7.000000000E0
1.075200003E3,0.000000000E0
1.075550017E3,3.200000000E1
1.075899998E3,0.000000000E0
1.076250011E3,0.000000000E0
1.076599994E3,0.000000000E0
1.076950006E3,0.000000000E0
1.077299989E3,1.200000000E1
1.077650002E3,2.800000000E1
1.078000016E3,0.000000000E0
1.078349997E3,0.000000000E0
1.078700011E3,6.000000000E0
1.079049994E3,6.000000000E0
1.079400006E3,0.000000000E0
1.079750019E3,1.100000000E1
1.080100000E3,5.000000000E0
1.080450014E3,2.600000000E1
1.080799995E3,5.000000000E0
1.081150009E3,1.000000000E1
1.081499992E3,1.500000000E1
1.081850005E3,1.000000000E0
1.082200019E3,4.000000000E0
1.082550000E3,1.600000000E1
1.082900014E3,2.000000000E0
1.083249995E3,1.800000000E1
1.083600008E3,1.200000000E1
1.083949991E3,0.000000000E0
1.084300003E3,8.000000000E0
1.084650017E3,2.000000000E0
1.084999998E3,2.300000000E1
1.085350012E3,7.600000000E1
1.085699994E3,5.000000000E0
1.086050008E3,4.000000000E0
1.086399989E3,0.000000000E0
1.086750002E3,0.000000000E0
1.087100016E3,0.000000000E0
1.087449997E3,8.000000000E0
1.087800011E3,0.000000000E0
1.088149994E3,3.500000000E1
1.088500006E3,0.000000000E0
1.088850019E3,3.600000000E1
1.089200000E3,7.000000000E0
1.089550014E3,5.000000000E0
1.089899995E3,1.200000000E1
1.090250009E3,5.000000000E0
1.090599992E3,2.000000000E0
1.090950005E3,1.000000000E1
1.091300019E3,8.000000000E0
1.091650000E3,0.000000000E0
1.092000014E3,2.500000000E1
1.092349995E3,4.000000000E0
1.092700008E3,1.300000000E1
1.093049991E3,0.000000000E0
1.093400003E3,5.000000000E0
1.093750017E3,1.500000000E1
1.094099998E3,1.500000000E1
1.094450012E3,7.000000000E0
1.094799994E3,6.000000000E0
1.095150008E3,7.000000000E0
1.095499989E3,8.000000000E0
1.095850002E3,1.000000000E1
1.096200016E3,0.000000000E0
1.096549997E3,6.600000000E1
1.096900011E3,8.000000000E0
1.097249994E3,1.800000000E1
1.097600006E3,0.000000000E0
1.097950019E3,1.600000000E1
1.098300000E3,0.000000000E0
1.098650016E3,2.400000000E1
1.098999995E3,6.000000000E0
1.099350009E3,2.800000000E1
1.099699992E3,1.500000000E1
1.100050005E3,0.000000000E0
1.100400019E3,2.100000000E1
1.100750000E3,3.500000000E1
1.101100014E3,5.000000000E0
1.101449995E3,0.000000000E0
1.101800008E3,1.600000000E1
1.102149991E3,2.000000000E0
1.102500003E3,0.000000000E0
1.102850017E3,0.000000000E0
1.103199998E3,5.000000000E0
1.103550012E3,9.000000000E0
1.103899994E3,1.900000000E1
1.104250008E3,8.000000000E0
1.104599989E3,3.100000000E1
1.104950002E3,2.700000000E1
1.105300016E3,2.200000000E1
1.105649997E3,1.100000000E1
1.106000011E3,7.000000000E0
1.106349994E3,1.100000000E1
1.106700006E3,5.000000000E0
1.107050020E3,1.600000000E1
1.107400002E3,7.000000000E0
1.107750016E3,5.000000000E0
1.108099997E3,0.000000000E0
1.108450009E3,7.000000000E0
1.108799992E3,3.300000000E1
1.109150005E3,5.000000000E0
1.109500019E3,5.000000000E0
1.109850000E3,5.000000000E0
1.110200014E3,1.600000000E1
1.110549995E3,3.100000000E1
1.110900009E3,1.400000000E1
1.111249991E3,1.700000000E1
1.111600003E3,1.300000000E1
1.111950017E3,2.400000000E1
1.112299998E3,1.000000000E0
1.112650012E3,1.700000000E1
1.112999995E3,1.600000000E1
1.113350008E3,5.000000000E0
1.113699991E3,1.200000000E1
1.114050003E3,1.500000000E1
1.114400016E3,3.000000000E0
1.114749997E3,4.000000000E0
1.115100011E3,4.000000000E0
1.115449994E3,0.000000000E0
1.115800006E3,3.000000000E0
1.116150020E3,4.000000000E0
1.116500002E3,5.000000000E0
1.116850016E3,6.000000000E0
1.117199997E3,2.000000000E0
1.117550009E3,4.000000000E0
1.117899992E3,5.000000000E0
1.118250005E3,0.000000000E0
1.118600019E3,6.000000000E0
1.118950000E3,0.000000000E0
1.119300014E3,5.000000000E0
1.119649995E3,0.000000000E0
1.120000008E3,1.600000000E1
1.120349991E3,1.200000000E1
1.120700003E3,3.000000000E0
1.121050017E3,7.000000000E0
1.121399998E3,1.000000000E1
1.121750013E3,3.000000000E0
1.122099995E3,1.800000000E1
1.122450008E3,7.000000000E0
1.122799991E3,1.000000000E1
1.123150003E3,1.300000000E1
1.123500016E3,2.000000000E0
1.123849997E3,1.000000000E1
1.124200011E3,6.000000000E0
1.124549994E3,0.000000000E0
1.124900006E3,1.300000000E1
1.125249989E3,0.000000000E0
1.125600002E3,7.000000000E0
1.125950016E3,8.000000000E0
1.126299997E3,8.000000000E0
1.126650009E3,7.000000000E0
1.126999992E3,2.000000000E0
1.127350005E3,7.000000000E0
1.127700019E3,1.600000000E1
1.128050000E3,0.000000000E0
1.128400014E3,3.000000000E0
1.128749995E3,3.000000000E0
1.129100009E3,0.000000000E0
1.129449991E3,7.000000000E0
1.129800003E3,2.000000000E0
1.130150017E3,8.000000000E0
1.130499998E3,1.300000000E1
1.130850012E3,8.000000000E0
1.131199995E3,1.000000000E1
1.131550008E3,2.000000000E0
1.131899991E3,1.300000000E1
1.132250003E3,5.000000000E0
1.132600017E3,4.000000000E0
1.132949997E3,1.500000000E1
1.133300011E3,0.000000000E0
1.133649994E3,8.000000000E0
1.134000006E3,8.000000000E0
1.134349989E3,2.000000000E0
1.134700002E3,1.000000000E1
1.135050016E3,9.000000000E0
1.135399997E3,0.000000000E0
1.135750009E3,3.000000000E0
1.136099992E3,0.000000000E0
1.136450005E3,0.000000000E0
1.136800019E3,1.200000000E1
1.137150000E3,6.000000000E0
1.137500014E3,0.000000000E0
1.137849995E3,9.000000000E0
1.138200009E3,1.000000000E0
1.138549991E3,1.000000000E1
1.138900003E3,1.200000000E1
1.139250017E3,8.000000000E0
1.139599998E3,2.400000000E1
1.139950013E3,1.300000000E1
1.140299995E3,3.000000000E0
1.140650008E3,7.000000000E0
1.140999991E3,2.000000000E0
1.141350003E3,4.000000000E0
1.141700016E3,6.000000000E0
1.142049998E3,2.000000000E0
1.142400011E3,0.000000000E0
1.142749994E3,5.000000000E0
1.143100006E3,0.000000000E0
1.143449989E3,1.200000000E1
1.143800002E3,1.400000000E1
1.144150016E3,1.100000000E1
1.144499997E3,9.000000000E0
1.144850011E3,5.000000000E0
1.145199992E3,2.000000000E0
1.145550005E3,4.000000000E0
1.145900019E3,0.000000000E0
1.146250000E3,3.000000000E0
1.146600014E3,9.000000000E0
1.146949995E3,3.000000000E0
1.147300009E3,8.000000000E0
1.147649992E3,2.000000000E0
1.148000003E3,0.000000000E0
1.148350017E3,9.000000000E0
1.148699998E3,2.100000000E1
1.149050012E3,6.000000000E0
1.149399995E3,1.600000000E1
1.149750008E3,8.000000000E0
1.150099991E3,0.000000000E0
1.150450003E3,1.500000000E1
1.150800017E3,9.000000000E0
1.151149998E3,8.000000000E0
1.151500011E3,1.500000000E1
1.151849994E3,6.000000000E0
1.152200006E3,3.000000000E0
1.152549989E3,7.000000000E0
1.152900002E3,1.000000000E1
1.153250016E3,5.000000000E0
1.153599997E3,1.100000000E1
1.153950009E3,1.000000000E1
1.154299992E3,0.000000000E0
1.154650005E3,1.300000000E1
1.155000019E3,7.000000000E0
1.155350000E3,1.100000000E1
1.155700014E3,7.000000000E0
1.156049995E3,0.000000000E0
1.156400009E3,0.000000000E0
1.156749992E3,1.200000000E1
1.157100003E3,2.000000000E0
1.157450017E3,3.000000000E0
1.157799998E3,6.000000000E0
1.158150012E3,0.000000000E0
1.158499995E3,1.500000000E1
1.158850008E3,2.300000000E1
1.159199991E3,3.000000000E0
1.159550003E3,0.000000000E0
1.159900017E3,1.100000000E1
1.160249998E3,6.000000000E0
1.160600011E3,1.000000000E1
1.160949994E3,1.800000000E1
1.161300006E3,1.200000000E1
1.161649989E3,0.000000000E0
1.162000002E3,1.500000000E1
1.162350016E3,1.700000000E1
1.162699997E3,6.000000000E0
1.163050011E3,9.000000000E0
1.163399992E3,0.000000000E0
1.163750006E3,2.000000000E0
1.164100019E3,1.500000000E1
1.164450000E3,1.000000000E1
1.164800014E3,0.000000000E0
1.165149995E3,1.100000000E1
1.165500009E3,1.000000000E1
1.165849992E3,4.000000000E0
1.166200005E3,0.000000000E0
1.166550017E3,1.600000000E1
1.166899998E3,5.000000000E0
1.167250014E3,1.000000000E0
1.167599995E3,1.300000000E1
1.167950008E3,2.200000000E1
1.168299991E3,8.000000000E0
1.168650003E3,0.000000000E0
1.169000017E3,1.200000000E1
1.169349998E3,5.000000000E0
1.169700011E3,0.000000000E0
1.170049994E3,4.000000000E0
1.170400006E3,0.000000000E0
1.170749989E3,5.000000000E0
1.171100002E3,3.000000000E0
1.171450016E3,8.000000000E0
1.171799997E3,8.000000000E0
1.172150011E3,1.500000000E1
1.172499992E3,4.000000000E0
1.172850006E3,0.000000000E0
1.173200019E3,1.000000000E1
1.173550000E3,1.000000000E1
1.173900014E3,1.200000000E1
1.174249995E3,2.000000000E0
1.174600009E3,1.200000000E1
1.174949992E3,7.000000000E0
1.175300005E3,0.000000000E0
1.175650019E3,1.000000000E1
1.176000000E3,7.000000000E0
1.176350014E3,8.000000000E0
1.176699995E3,5.000000000E0
1.177050008E3,5.000000000E0
1.177399991E3,4.000000000E0
1.177750003E3,2.000000000E0
1.178100017E3,6.000000000E0
1.178449998E3,1.000000000E0
1.178800011E3,3.000000000E0
1.179149994E3,7.000000000E0
1.179500006E3,5.000000000E0
1.179849989E3,6.000000000E0
1.180200002E3,9.000000000E0
1.180550016E3,7.000000000E0
1.180899997E3,1.200000000E1
1.181250011E3,8.000000000E0
1.181599994E3,9.000000000E0
1.181950006E3,6.000000000E0
1.182300019E3,1.000000000E1
1.182650000E3,5.000000000E0
1.183000014E3,7.000000000E0
1.183349995E3,1.300000000E1
1.183700009E3,6.000000000E0
1.184049992E3,1.000000000E1
1.184400005E3,9.000000000E0
1.184750019E3,6.000000000E0
1.185100000E3,5.000000000E0
1.185450014E3,1.000000000E1
1.185799995E3,1.300000000E1
1.186150008E3,2.000000000E0
1.186499991E3,1.200000000E1
1.186850003E3,8.000000000E0
1.187200017E3,1.400000000E1
1.187549998E3,7.000000000E0
1.187900012E3,0.000000000E0
1.188249994E3,0.000000000E0
1.188600006E3,1.300000000E1
1.188949989E3,0.000000000E0
1.189300002E3,0.000000000E0
1.189650016E3,5.400000000E1
1.189999997E3,4.400000000E1
1.190350011E3,5.200000000E1
1.190699994E3,4.000000000E1
1.191050006E3,2.500000000E1
1.191400019E3,2.300000000E1
1.191750000E3,2.200000000E1
1.192100014E3,1.600000000E1
1.192449995E3,2.600000000E1
1.192800009E3,0.000000000E0
1.193149992E3,1.800000000E1
1.193500005E3,3.700000000E1
1.193850019E3,4.000000000E0
1.194200000E3,2.800000000E1
1.194550014E3,1.700000000E1
1.194899995E3,1.100000000E1
1.195250008E3,2.700000000E1
1.195599991E3,2.200000000E1
1.195950003E3,1.070000000E2
1.196300017E3,0.000000000E0
1.196649998E3,5.100000000E1
1.197000013E3,1.400000000E1
1.197349994E3,5.000000000E1
1.197700008E3,2.200000000E1
1.198049989E3,7.000000000E0
1.198400002E3,4.100000000E1
1.198750016E3,4.800000000E1
1.199099997E3,5.700000000E1
1.199450011E3,0.000000000E0
1.199799994E3,2.100000000E1
1.200150006E3,8.900000000E1
1.200500019E3,7.000000000E0
1.200850002E3,6.000000000E1
1.201200014E3,6.000000000E1
1.201549995E3,1.700000000E1
1.201900009E3,0.000000000E0
1.202249992E3,1.700000000E1
1.202600005E3,3.000000000E0
1.202950019E3,0.000000000E0
1.203300000E3,6.000000000E0
1.203650014E3,4.000000000E0
1.203999995E3,1.750000000E2
1.204350008E3,0.000000000E0
1.204699991E3,6.000000000E0
1.205050003E3,1.000000000E1
1.205400017E3,7.000000000E0
1.205749998E3,9.000000000E0
1.206100012E3,0.000000000E0
1.206449994E3,3.000000000E0
1.206800008E3,8.100000000E1
1.207149989E3,6.200000000E1
1.207500002E3,6.000000000E1
1.207850016E3,0.000000000E0
1.208199997E3,0.000000000E0
1.208550011E3,7.100000000E1
1.208899994E3,7.900000000E1
1.209250006E3,1.430000000E2
1.209600020E3,0.000000000E0
1.209950002E3,3.000000000E1
1.210300016E3,2.700000000E1
1.210649997E3,3.500000000E1
1.211000009E3,2.200000000E1
1.211349992E3,2.500000000E1
1.211700005E3,1.700000000E1
1.212050019E3,2.800000000E1
1.212400000E3,2.700000000E1
1.212750014E3,2.000000000E0
1.213099995E3,2.900000000E1
1.213450008E3,3.200000000E1
1.213799991E3,2.400000000E1
1.214150003E3,0.000000000E0
1.214500017E3,6.600000000E1
1.214849998E3,0.000000000E0
1.215200013E3,5.300000000E1
1.215549994E3,7.600000000E1
1.215900008E3,6.000000000E0
1.216249991E3,0.000000000E0
1.216600002E3,3.300000000E1
1.216950016E3,3.100000000E1
1.217299997E3,0.000000000E0
1.217650011E3,4.900000000E1
1.217999994E3,5.000000000E0
1.218350006E3,0.000000000E0
1.218700020E3,5.100000000E1
1.219050002E3,6.000000000E1
1.219400016E3,2.000000000E1
1.219749997E3,1.700000000E1
1.220100009E3,6.600000000E1
1.220449992E3,3.200000000E1
1.220800005E3,5.000000000E0
1.221150019E3,0.000000000E0
1.221500000E3,5.500000000E1
1.221850014E3,9.700000000E1
1.222199995E3,0.000000000E0
1.222550008E3,0.000000000E0
1.222899991E3,2.600000000E1
1.223250003E3,4.000000000E0
1.223600017E3,0.000000000E0
1.223949998E3,8.600000000E1
1.224300012E3,5.100000000E1
1.224649995E3,3.200000000E1
1.225000008E3,2.800000000E1
1.225349991E3,0.000000000E0
1.225700003E3,4.300000000E1
1.226050016E3,1.160000000E2
1.226399997E3,7.000000000E0
1.226750011E3,0.000000000E0
1.227099994E3,6.000000000E1
1.227450006E3,7.500000000E1
1.227799989E3,3.500000000E1
1.228150002E3,0.000000000E0
1.228500016E3,3.500000000E1
1.228849997E3,3.100000000E1
1.229200009E3,0.000000000E0
1.229549992E3,1.200000000E1
1.229900005E3,0.000000000E0
1.230250019E3,1.000000000E1
1.230600000E3,1.400000000E1
1.230950014E3,0.000000000E0
1.231299995E3,0.000000000E0
1.231650009E3,0.000000000E0
1.231999991E3,0.000000000E0
1.232350003E3,0.000000000E0
1.232700017E3,1.600000000E1
1.233049998E3,9.000000000E0
1.233400012E3,2.100000000E1
1.233749995E3,5.000000000E0
1.234100008E3,1.200000000E1
1.234449991E3,0.000000000E0
1.234800003E3,3.400000000E1
1.235150017E3,0.000000000E0
1.235499998E3,0.000000000E0
1.235850011E3,1.000000000E0
1.236199994E3,0.000000000E0
1.236550006E3,1.600000000E1
1.236899989E3,0.000000000E0
1.237250002E3,1.200000000E1
1.237600016E3,9.000000000E0
1.237949997E3,0.000000000E0
1.238300009E3,1.550000000E2
1.238649992E3,7.000000000E0
1.239000005E3,2.000000000E0
1.239350019E3,1.220000000E2
1.239700000E3,7.100000000E1
1.240050014E3,7.700000000E1
1.240399995E3,2.500000000E1
1.240750009E3,0.000000000E0
1.241099991E3,5.000000000E1
1.241450003E3,3.100000000E1
1.241800017E3,8.000000000E0
1.242149998E3,7.000000000E0
1.242500013E3,0.000000000E0
1.242849995E3,3.400000000E1
1.243200008E3,4.100000000E1
1.243549991E3,1.700000000E1
1.243900003E3,0.000000000E0
1.244250016E3,4.400000000E1
1.244599998E3,5.500000000E1
1.244950011E3,6.000000000E0
1.245299994E3,1.300000000E1
1.245650006E3,5.300000000E1
1.245999989E3,3.500000000E1
1.246350002E3,4.600000000E1
1.246700016E3,1.500000000E1
1.247049997E3,0.000000000E0
1.247400009E3,3.100000000E1
1.247749992E3,3.600000000E1
1.248100005E3,2.000000000E1
1.248450019E3,1.500000000E1
1.248800000E3,6.200000000E1
1.249150014E3,3.500000000E1
1.249499995E3,0.000000000E0
1.249850009E3,3.000000000E1
1.250199992E3,6.100000000E1
1.250550003E3,1.200000000E1
1.250900017E3,0.000000000E0
1.251249998E3,3.700000000E1
1.251600012E3,6.700000000E1
1.251949995E3,3.100000000E1
1.252300008E3,1.500000000E1
1.252649991E3,0.000000000E0
1.253000003E3,3.800000000E1
1.253350017E3,5.900000000E1
1.253699998E3,1.100000000E1
1.254050011E3,0.000000000E0
1.254399994E3,4.200000000E1
1.254750006E3,4.800000000E1
1.255099989E3,9.000000000E0
1.255450002E3,4.300000000E1
1.255800016E3,7.200000000E1
1.256149997E3,1.000000000E0
1.256500011E3,0.000000000E0
1.256849992E3,0.000000000E0
1.257200005E3,0.000000000E0
1.257550019E3,5.400000000E1
1.257900000E3,1.400000000E1
1.258250014E3,7.200000000E1
1.258599995E3,1.900000000E1
1.258950009E3,0.000000000E0
1.259299992E3,2.300000000E1
1.259650003E3,1.720000000E2
1.260000017E3,0.000000000E0
1.260350000E3,1.180000000E2
1.260700013E3,2.000000000E0
1.261049995E3,2.800000000E1
1.261400008E3,7.600000000E1
1.261749991E3,0.000000000E0
1.262100003E3,3.500000000E1
1.262450017E3,1.010000000E2
1.262799998E3,4.000000000E1
1.263150011E3,2.000000000E0
1.263499994E3,2.000000000E1
1.263850006E3,0.000000000E0
1.264199989E3,5.900000000E1
1.264550002E3,0.000000000E0
1.264900016E3,2.700000000E1
1.265249997E3,0.000000000E0
1.265600011E3,1.000000000E1
1.265949992E3,5.000000000E0
1.266300006E3,0.000000000E0
1.266650019E3,6.000000000E0
1.267000000E3,0.000000000E0
1.267350014E3,0.000000000E0
1.267699995E3,3.000000000E0
1.268050009E3,0.000000000E0
1.268399992E3,1.900000000E1
1.268750003E3,5.000000000E0
1.269100017E3,0.000000000E0
1.269450000E3,1.000000000E1
1.269800014E3,1.400000000E1
1.270149995E3,0.000000000E0
1.270500008E3,5.000000000E0
1.270849991E3,0.000000000E0
1.271200003E3,7.000000000E0
1.271550017E3,1.500000000E1
1.271899998E3,0.000000000E0
1.272250011E3,1.100000000E1
1.272599994E3,0.000000000E0
1.272950006E3,0.000000000E0
1.273299989E3,0.000000000E0
1.273650002E3,9.000000000E0
1.274000016E3,2.000000000E0
1.274349997E3,0.000000000E0
1.274700011E3,8.000000000E0
1.275049992E3,3.700000000E1
1.275400006E3,0.000000000E0
1.275750019E3,0.000000000E0
1.276100000E3,8.000000000E0
1.276450014E3,5.000000000E0
1.276799995E3,0.000000000E0
1.277150009E3,9.000000000E0
1.277499992E3,0.000000000E0
1.277850005E3,0.000000000E0
1.278200017E3,0.000000000E0
1.278550000E3,2.900000000E1
1.278900014E3,3.000000000E0
1.279249995E3,0.000000000E0
1.279600008E3,8.000000000E0
1.279949991E3,0.000000000E0
1.280300003E3,0.000000000E0
1.280650017E3,1.000000000E0
1.280999998E3,3.200000000E1
1.281350011E3,0.000000000E0
1.281699994E3,0.000000000E0
1.282050006E3,9.000000000E0
1.282399989E3,2.800000000E1
1.282750002E3,1.700000000E1
1.283100016E3,0.000000000E0
1.283449997E3,1.200000000E1
1.283800011E3,0.000000000E0
1.284149992E3,5.000000000E0
1.284500006E3,1.100000000E1
1.284850019E3,3.000000000E0
1.285200000E3,2.000000000E0
1.285550014E3,0.000000000E0
1.285899995E3,1.000000000E1
1.286250009E3,0.000000000E0
1.286599992E3,0.000000000E0
1.286950005E3,1.100000000E1
1.287300019E3,1.400000000E1
1.287650000E3,0.000000000E0
1.288000014E3,0.000000000E0
1.288349995E3,3.900000000E1
1.288700008E3,2.000000000E0
1.289049991E3,0.000000000E0
1.289400003E3,0.000000000E0
1.289750017E3,2.800000000E1
1.290099998E3,4.000000000E0
1.290450013E3,0.000000000E0
1.290799994E3,2.000000000E0
1.291150008E3,8.000000000E0
1.291499989E3,5.000000000E0
1.291850002E3,2.000000000E1
1.292200016E3,1.300000000E1
1.292549997E3,5.000000000E0
1.292900011E3,0.000000000E0
1.293249994E3,8.000000000E0
1.293600006E3,2.000000000E0
1.293950019E3,0.000000000E0
1.294300000E3,6.000000000E0
1.294650014E3,5.000000000E0
1.294999995E3,0.000000000E0
1.295350009E3,0.000000000E0
1.295699992E3,5.000000000E0
1.296050005E3,5.000000000E0
1.296400019E3,0.000000000E0
1.296750000E3,7.000000000E0
1.297100014E3,0.000000000E0
1.297449995E3,0.000000000E0
1.297800008E3,0.000000000E0
1.298149991E3,5.000000000E0
1.298500003E3,2.000000000E0
1.298850017E3,2.000000000E0
1.299199998E3,5.000000000E0
1.299550012E3,1.000000000E1
1.299899994E3,5.000000000E0
1.300250008E3,0.000000000E0
1.300599989E3,5.000000000E0
1.300950002E3,1.600000000E1
1.301300016E3,0.000000000E0
1.301649997E3,4.000000000E0
1.302000011E3,0.000000000E0
1.302349994E3,2.000000000E0
1.302700006E3,0.000000000E0
1.303050020E3,2.000000000E0
1.303400002E3,2.000000000E0
1.303750014E3,0.000000000E0
1.304099997E3,9.000000000E0
1.304450009E3,0.000000000E0
1.304799992E3,2.000000000E0
1.305150005E3,0.000000000E0
1.305500019E3,0.000000000E0
1.305850000E3,2.000000000E0
1.306200014E3,0.000000000E0
1.306549997E3,9.000000000E0
1.306900008E3,0.000000000E0
1.307249991E3,0.000000000E0
1.307600003E3,0.000000000E0
1.307950017E3,0.000000000E0
1.308299998E3,1.100000000E1
1.308650012E3,1.300000000E1
1.308999994E3,0.000000000E0
1.309350008E3,1.000000000E1
1.309699989E3,7.000000000E0
1.310050002E3,6.000000000E0
1.310400016E3,2.000000000E1
1.310749997E3,0.000000000E0
1.311100011E3,3.000000000E0
1.311449994E3,7.000000000E0
1.311800006E3,0.000000000E0
1.312150020E3,4.000000000E0
1.312500002E3,0.000000000E0
1.312850016E3,2.000000000E0
1.313199997E3,0.000000000E0
1.313550009E3,0.000000000E0
1.313899992E3,0.000000000E0
1.314250005E3,2.000000000E0
1.314600019E3,0.000000000E0
1.314950000E3,1.500000000E1
1.315300014E3,0.000000000E0
1.315649995E3,7.000000000E0
1.316000008E3,7.000000000E0
1.316349991E3,0.000000000E0
1.316700003E3,1.400000000E1
1.317050017E3,5.000000000E0
1.317399998E3,2.900000000E1
1.317750013E3,0.000000000E0
1.318099995E3,2.000000000E0
1.318450008E3,1.200000000E1
1.318799991E3,0.000000000E0
1.319150002E3,3.900000000E1
1.319500016E3,1.200000000E1
1.319849997E3,1.400000000E1
1.320200011E3,3.400000000E1
1.320549994E3,2.000000000E0
1.320900006E3,1.700000000E1
1.321250020E3,5.000000000E0
1.321600002E3,5.000000000E0
1.321950016E3,1.000000000E1
1.322299997E3,5.000000000E0
1.322650009E3,2.000000000E0
1.322999992E3,0.000000000E0
1.323350005E3,2.000000000E0
1.323700019E3,2.600000000E1
1.324050000E3,0.000000000E0
1.324400014E3,2.500000000E1
1.324749995E3,3.700000000E1
1.325100009E3,0.000000000E0
1.325449991E3,2.100000000E1
1.325800003E3,1.300000000E1
1.326150017E3,0.000000000E0
1.326499998E3,0.000000000E0
1.326850012E3,2.000000000E1
1.327199995E3,0.000000000E0
1.327550008E3,7.000000000E0
1.327899991E3,3.000000000E0
1.328250002E3,1.600000000E1
1.328600016E3,1.000000000E0
1.328949997E3,0.000000000E0
1.329300011E3,6.000000000E0
1.329649992E3,4.000000000E0
1.330000006E3,2.000000000E0
1.330349989E3,0.000000000E0
1.330700002E3,8.000000000E0
1.331050016E3,1.000000000E1
1.331399997E3,0.000000000E0
1.331750009E3,2.000000000E0
1.332099992E3,4.000000000E0
1.332450006E3,5.000000000E0
1.332800019E3,2.000000000E0
1.333150000E3,5.000000000E0
1.333500014E3,3.000000000E0
1.333849995E3,8.000000000E0
1.334200009E3,0.000000000E0
1.334549991E3,8.000000000E0
1.334900003E3,0.000000000E0
1.335250017E3,6.000000000E0
1.335599998E3,6.000000000E0
1.335950013E3,0.000000000E0
1.336299995E3,7.000000000E0
1.336650008E3,2.800000000E1
1.336999991E3,4.000000000E0
1.337350003E3,0.000000000E0
1.337700016E3,4.100000000E1
1.338049998E3,3.000000000E0
1.338400011E3,0.000000000E0
1.338749994E3,2.800000000E1
1.339100006E3,2.800000000E1
1.339449989E3,1.700000000E1
1.339800002E3,0.000000000E0
1.340150016E3,0.000000000E0
1.340499997E3,6.000000000E0
1.340850009E3,7.000000000E0
1.341199992E3,1.000000000E0
1.341550005E3,2.000000000E0
1.341900019E3,2.000000000E0
1.342250000E3,2.000000000E0
1.342600014E3,0.000000000E0
1.342949995E3,1.100000000E1
1.343300009E3,1.000000000E0
1.343649991E3,0.000000000E0
1.344000003E3,2.000000000E0
1.344350017E3,2.000000000E0
1.344699998E3,6.000000000E0
1.345050012E3,2.000000000E0
1.345399995E3,0.000000000E0
1.345750008E3,4.000000000E0
1.346099991E3,2.000000000E0
1.346450003E3,0.000000000E0
1.346800017E3,5.000000000E0
1.347149998E3,0.000000000E0
1.347500011E3,5.000000000E0
1.347849994E3,3.000000000E0
1.348200006E3,0.000000000E0
1.348549989E3,7.000000000E0
1.348900002E3,0.000000000E0
1.349250016E3,3.000000000E0
1.349599997E3,0.000000000E0
1.349950009E3,1.000000000E1
1.350299992E3,2.000000000E0
1.350650005E3,7.000000000E0
1.351000019E3,8.000000000E0
1.351350000E3,0.000000000E0
1.351700014E3,5.000000000E0
1.352049995E3,0.000000000E0
1.352400009E3,5.000000000E0
1.352749991E3,2.000000000E0
1.353100003E3,0.000000000E0
1.353450017E3,5.000000000E0
1.353799998E3,7.000000000E0
1.354150012E3,2.000000000E0
1.354499995E3,0.000000000E0
1.354850008E3,8.000000000E0
1.355199991E3,2.000000000E0
1.355550003E3,0.000000000E0
1.355900017E3,6.000000000E0
1.356249998E3,8.000000000E0
1.356600011E3,2.000000000E0
